client_id,round_number,hierarchy,num_samples,set,accuracy,loss
StDAY,2,,202,test,0.42857142857142855,0.6941605806350708
WalkingHorse,2,,127,test,0.8461538461538461,0.6880248188972473
adlyman,2,,120,test,0.75,0.6894469261169434
carole29,2,,103,test,0.2727272727272727,0.6965689063072205
effingcards,2,,105,test,0.9090909090909091,0.6870526671409607
pdurham,2,,106,test,0.7272727272727273,0.6896602511405945
rgoodchild,2,,150,test,1.0,0.6857606768608093
stevegarufi,2,,130,test,0.8461538461538461,0.6880080699920654
wendywings,2,,108,test,1.0,0.6855780482292175
x33ieroNINJA,2,,135,test,1.0,0.685600757598877
AnnSue,4,,104,train,0.967741935483871,0.671995222568512
BeckyKingston,4,,118,train,0.7169811320754716,0.6834168434143066
Dogbook,4,,192,train,0.28488372093023256,0.7031760811805725
Gen22,4,,114,train,0.8823529411764706,0.6758454442024231
JeremyCShipp,4,,135,train,0.7851239669421488,0.6803110241889954
SarahSaner,4,,141,train,0.8571428571428571,0.6772003769874573
StDAY,4,,202,train,0.430939226519337,0.6965327262878418
WalkingHorse,4,,127,train,0.8333333333333334,0.6783479452133179
adlyman,4,,120,train,0.7129629629629629,0.6838782429695129
carole29,4,,103,train,0.45652173913043476,0.6952959299087524
effingcards,4,,105,train,0.9787234042553191,0.6716108322143555
pdurham,4,,106,train,0.8210526315789474,0.6787218451499939
rgoodchild,4,,150,train,0.9333333333333333,0.6737769246101379
stevegarufi,4,,130,train,0.7692307692307693,0.6812225580215454
wendywings,4,,108,train,0.9072164948453608,0.6748126149177551
x33ieroNINJA,4,,135,train,0.9504132231404959,0.6728760004043579
AnnSue,4,,104,test,1.0,0.6705558896064758
BeckyKingston,4,,118,test,0.5,0.6932767033576965
Dogbook,4,,192,test,0.5,0.6934603452682495
Gen22,4,,114,test,0.8333333333333334,0.6781803965568542
JeremyCShipp,4,,135,test,0.7857142857142857,0.6803964376449585
SarahSaner,4,,141,test,0.8666666666666667,0.6764563322067261
StDAY,4,,202,test,0.42857142857142855,0.6965367197990417
WalkingHorse,4,,127,test,0.8461538461538461,0.6777325868606567
adlyman,4,,120,test,0.75,0.6821199059486389
carole29,4,,103,test,0.2727272727272727,0.7037119269371033
effingcards,4,,105,test,0.9090909090909091,0.6748287081718445
pdurham,4,,106,test,0.7272727272727273,0.6829220652580261
rgoodchild,4,,150,test,1.0,0.670820415019989
stevegarufi,4,,130,test,0.8461538461538461,0.6777169108390808
wendywings,4,,108,test,1.0,0.6705882549285889
x33ieroNINJA,4,,135,test,1.0,0.6706425547599792
AnnSue,6,,104,train,0.967741935483871,0.6577487587928772
BeckyKingston,6,,118,train,0.7169811320754716,0.6770532131195068
Dogbook,6,,192,train,0.28488372093023256,0.7103874087333679
Gen22,6,,114,train,0.8823529411764706,0.6642631888389587
JeremyCShipp,6,,135,train,0.7851239669421488,0.6718005537986755
SarahSaner,6,,141,train,0.8571428571428571,0.6665124297142029
StDAY,6,,202,train,0.430939226519337,0.6991701126098633
WalkingHorse,6,,127,train,0.8333333333333334,0.6684151291847229
adlyman,6,,120,train,0.7129629629629629,0.6777225136756897
carole29,6,,103,train,0.45652173913043476,0.697104275226593
effingcards,6,,105,train,0.9787234042553191,0.657063364982605
pdurham,6,,106,train,0.8210526315789474,0.6691035032272339
rgoodchild,6,,150,train,0.9333333333333333,0.6606985926628113
stevegarufi,6,,130,train,0.7692307692307693,0.673285961151123
wendywings,6,,108,train,0.9072164948453608,0.6625082492828369
x33ieroNINJA,6,,135,train,0.9504132231404959,0.6592296361923218
AnnSue,6,,104,test,1.0,0.6552979946136475
BeckyKingston,6,,118,test,0.5,0.6937095522880554
Dogbook,6,,192,test,0.5,0.6939595937728882
Gen22,6,,114,test,0.8333333333333334,0.6681690216064453
JeremyCShipp,6,,135,test,0.7857142857142857,0.6719004511833191
SarahSaner,6,,141,test,0.8666666666666667,0.6653508543968201
StDAY,6,,202,test,0.42857142857142855,0.6992236375808716
WalkingHorse,6,,127,test,0.8461538461538461,0.6673732399940491
adlyman,6,,120,test,0.75,0.6748153567314148
carole29,6,,103,test,0.2727272727272727,0.7113115191459656
effingcards,6,,105,test,0.9090909090909091,0.6624815464019775
pdurham,6,,106,test,0.7272727272727273,0.676224946975708
rgoodchild,6,,150,test,1.0,0.655676543712616
stevegarufi,6,,130,test,0.8461538461538461,0.6673599481582642
wendywings,6,,108,test,1.0,0.6553919315338135
x33ieroNINJA,6,,135,test,1.0,0.6554787755012512
AnnSue,8,,104,train,0.967741935483871,0.6445035338401794
BeckyKingston,8,,118,train,0.7169811320754716,0.6712643504142761
Dogbook,8,,192,train,0.28488372093023256,0.7174370288848877
Gen22,8,,114,train,0.8823529411764706,0.6535409688949585
JeremyCShipp,8,,135,train,0.7851239669421488,0.6639810800552368
SarahSaner,8,,141,train,0.8571428571428571,0.6566201448440552
StDAY,8,,202,train,0.430939226519337,0.7018907070159912
WalkingHorse,8,,127,train,0.8333333333333334,0.6592365503311157
adlyman,8,,120,train,0.7129629629629629,0.6721146106719971
carole29,8,,103,train,0.45652173913043476,0.6990466117858887
effingcards,8,,105,train,0.9787234042553191,0.6435263752937317
pdurham,8,,106,train,0.8210526315789474,0.6602329611778259
rgoodchild,8,,150,train,0.9333333333333333,0.6485450863838196
stevegarufi,8,,130,train,0.7692307692307693,0.6659972071647644
wendywings,8,,108,train,0.9072164948453608,0.6510929465293884
x33ieroNINJA,8,,135,train,0.9504132231404959,0.6465431451797485
AnnSue,8,,104,test,1.0,0.641095757484436
BeckyKingston,8,,118,test,0.5,0.6943531036376953
Dogbook,8,,192,test,0.5,0.6946527361869812
Gen22,8,,114,test,0.8333333333333334,0.6589291095733643
JeremyCShipp,8,,135,test,0.7857142857142857,0.6640886664390564
SarahSaner,8,,141,test,0.8666666666666667,0.655080258846283
StDAY,8,,202,test,0.42857142857142855,0.7019948959350586
WalkingHorse,8,,127,test,0.8461538461538461,0.657793402671814
adlyman,8,,120,test,0.75,0.6681196689605713
carole29,8,,103,test,0.2727272727272727,0.7187308073043823
effingcards,8,,105,test,0.9090909090909091,0.6510246992111206
pdurham,8,,106,test,0.7272727272727273,0.6701231598854065
rgoodchild,8,,150,test,1.0,0.6415647268295288
stevegarufi,8,,130,test,0.8461538461538461,0.6577829718589783
wendywings,8,,108,test,1.0,0.6412381529808044
x33ieroNINJA,8,,135,test,1.0,0.6413519978523254
AnnSue,10,,104,train,0.967741935483871,0.6372565031051636
BeckyKingston,10,,118,train,0.7169811320754716,0.6681500673294067
Dogbook,10,,192,train,0.28488372093023256,0.7214370369911194
Gen22,10,,114,train,0.8823529411764706,0.647692084312439
JeremyCShipp,10,,135,train,0.7851239669421488,0.6597410440444946
SarahSaner,10,,141,train,0.8571428571428571,0.6512334942817688
StDAY,10,,202,train,0.430939226519337,0.7034919261932373
WalkingHorse,10,,127,train,0.8333333333333334,0.6542457938194275
adlyman,10,,120,train,0.7129629629629629,0.669102132320404
carole29,10,,103,train,0.45652173913043476,0.7002164721488953
effingcards,10,,105,train,0.9787234042553191,0.6361191868782043
pdurham,10,,106,train,0.8210526315789474,0.6554113030433655
rgoodchild,10,,150,train,0.9333333333333333,0.641905665397644
stevegarufi,10,,130,train,0.7692307692307693,0.6620528101921082
wendywings,10,,108,train,0.9072164948453608,0.6448613405227661
x33ieroNINJA,10,,135,train,0.9504132231404959,0.6396074295043945
AnnSue,10,,104,test,1.0,0.6333185434341431
BeckyKingston,10,,118,test,0.5,0.6948031783103943
Dogbook,10,,192,test,0.5,0.6951310038566589
Gen22,10,,114,test,0.8333333333333334,0.6539028286933899
JeremyCShipp,10,,135,test,0.7857142857142857,0.6598533987998962
SarahSaner,10,,141,test,0.8666666666666667,0.6494806408882141
StDAY,10,,202,test,0.42857142857142855,0.7036236524581909
WalkingHorse,10,,127,test,0.8461538461538461,0.6525791883468628
adlyman,10,,120,test,0.75,0.6645047068595886
carole29,10,,103,test,0.2727272727272727,0.7229366302490234
effingcards,10,,105,test,0.9090909090909091,0.6447708010673523
pdurham,10,,106,test,0.7272727272727273,0.6668357253074646
rgoodchild,10,,150,test,1.0,0.6338409781455994
stevegarufi,10,,130,test,0.8461538461538461,0.6525708436965942
wendywings,10,,108,test,1.0,0.633489727973938
x33ieroNINJA,10,,135,test,1.0,0.6336194276809692
