BeckyKingston,1,,118,train,160696344,160696344,8050713100
StDAY,1,,202,train,160696344,160696344,14491283580
Gen22,2,,114,train,160696344,160696344,8050713100
stevegarufi,2,,130,train,160696344,160696344,8855784410
rgoodchild,3,,150,train,160696344,160696344,10465927030
JeremyCShipp,3,,135,train,160696344,160696344,9660855720
WalkingHorse,4,,127,train,160696344,160696344,8855784410
stevegarufi,4,,130,train,160696344,160696344,8855784410
rgoodchild,5,,150,train,160696344,160696344,10465927030
AnnSue,5,,104,train,160696344,160696344,7245641790
SarahSaner,6,,141,train,160696344,160696344,9660855720
BeckyKingston,6,,118,train,160696344,160696344,8050713100
rgoodchild,7,,150,train,160696344,160696344,10465927030
wendywings,7,,108,train,160696344,160696344,7245641790
adlyman,8,,120,train,160696344,160696344,8050713100
SarahSaner,8,,141,train,160696344,160696344,9660855720
StDAY,9,,202,train,160696344,160696344,14491283580
rgoodchild,9,,150,train,160696344,160696344,10465927030
WalkingHorse,10,,127,train,160696344,160696344,8855784410
pdurham,10,,106,train,160696344,160696344,7245641790
