client_id,round_number,hierarchy,num_samples,set,accuracy,loss
Nidiamazing,0,,36,test,0.5,0.6931511163711548
NikFreeman,0,,72,test,0.25,0.6932727694511414
NoNamesJustLo,0,,37,test,0.5,0.6931192278862
NoteRobot,0,,84,test,0.3333333333333333,0.6932095289230347
OhheyitsKristen,0,,35,test,0.5,0.6931142210960388
PARISnHOLLYWOOD,0,,33,test,0.75,0.6930742263793945
PRAYERWARRIORMA,0,,30,test,0.3333333333333333,0.6932641863822937
PatrickAnna,0,,60,test,1.0,0.6930257678031921
PaulHarriott,0,,46,test,0.8,0.6929904818534851
PaulineMJ,0,,32,test,0.5,0.6931014657020569
PercythePigeon,0,,59,test,1.0,0.6928601264953613
PinkBerryGirl,0,,39,test,0.75,0.6929001808166504
R33S,0,,35,test,0.5,0.6930176019668579
ROXPromotions,0,,45,test,0.6,0.6931620836257935
Recamel,0,,71,test,0.5,0.6931297183036804
Rocks4Ever,0,,33,test,1.0,0.6929278373718262
Rohan_01,0,,100,test,0.4,0.6932297945022583
Rosie21,0,,54,test,0.5,0.6931090354919434
Sewwychristine,0,,34,test,0.5,0.6932332515716553
Shane_Archuleta,0,,36,test,1.0,0.6929228901863098
ShapeThrower,0,,30,test,1.0,0.6930175423622131
SheBeeGee,0,,33,test,0.0,0.6934360861778259
Sheindie,0,,30,test,0.6666666666666666,0.6929226517677307
Shopping_SF,0,,36,test,0.75,0.6930035352706909
Siouxsinner,0,,30,test,0.6666666666666666,0.6931581497192383
SmilinNursAnnie,0,,45,test,0.8,0.6929435729980469
StacyJMT,0,,38,test,0.75,0.6929763555526733
StormClaudi,0,,36,test,0.5,0.6931737065315247
Sunshineliron,0,,65,test,0.7142857142857143,0.6929983496665955
TeLisaD,0,,62,test,0.42857142857142855,0.6931592226028442
TelishaMarie,0,,62,test,0.7142857142857143,0.6930593848228455
TinyPicTweets,0,,46,test,0.6,0.6930789947509766
Tisyonk,0,,38,test,0.25,0.6931771039962769
Tittch,0,,78,test,0.875,0.6929895877838135
Tittybird,0,,49,test,0.6,0.6931044459342957
UberDorkGirlie,0,,67,test,1.0,0.6928868889808655
VeraaCorruptedx,0,,50,test,0.6,0.6930872201919556
VictoriaDoyle,0,,33,test,0.5,0.6931215524673462
WorksInProgress,0,,41,test,0.6,0.6930556297302246
Zarinah,0,,36,test,0.5,0.6932380199432373
_Tanyya,0,,48,test,0.4,0.6932259202003479
_magic8ball,0,,189,test,0.3157894736842105,0.6932660937309265
_ophelia,0,,40,test,0.25,0.6932279467582703
aNgeLoFDeaTho14,0,,36,test,0.75,0.692924976348877
a_willow,0,,30,test,1.0,0.6929818987846375
acidicice,0,,48,test,0.4,0.6931368112564087
adriwadri,0,,31,test,0.75,0.6930609941482544
ahmednaguib,0,,61,test,1.0,0.6929138898849487
albeitludicrous,0,,30,test,0.3333333333333333,0.6932504177093506
almostcool,0,,38,test,0.25,0.6932152509689331
alyb_,0,,31,test,0.75,0.6930649280548096
angelcondensada,0,,32,test,0.75,0.6931108832359314
annaaralar,0,,38,test,0.75,0.69295734167099
archangelmaggie,0,,73,test,0.125,0.6932448744773865
ashalynd,0,,42,test,0.6,0.6931427121162415
ashleigh92,0,,32,test,0.5,0.6931309103965759
ashleyyosaurus,0,,34,test,1.0,0.6929843425750732
aurihunter,0,,37,test,0.25,0.6933566331863403
aweekes,0,,42,test,0.6,0.6930877566337585
azsunshinegirl7,0,,33,test,0.5,0.6931410431861877
babyscratch,0,,30,test,1.0,0.6928232312202454
bettyflies,0,,30,test,1.0,0.6929860711097717
buffyc,0,,55,test,0.3333333333333333,0.6932608485221863
caldjr,0,,131,test,0.8571428571428571,0.6929774284362793
candeeee,0,,34,test,0.25,0.6932452917098999
carlincomm,0,,35,test,1.0,0.6928890347480774
catbook,0,,37,test,0.5,0.6931222677230835
ceruleanbreeze,0,,83,test,0.6666666666666666,0.6930608153343201
chicrunner,0,,48,test,0.4,0.6930859088897705
christinawrites,0,,32,test,0.75,0.6930379271507263
chynagyrl1980,0,,33,test,0.75,0.693065881729126
clairabellejp,0,,47,test,0.4,0.6931778788566589
clarexsaula,0,,44,test,0.8,0.6929694414138794
clouddancefest,0,,51,test,0.8333333333333334,0.6930397152900696
cmbowen122,0,,34,test,0.75,0.6929813623428345
combustiblesong,0,,38,test,0.5,0.6931198239326477
countrymusiclvr,0,,38,test,0.75,0.6929798126220703
cryst_trueblue,0,,57,test,0.3333333333333333,0.6932293772697449
cymberrain,0,,98,test,0.8,0.692966103553772
damohopo,0,,77,test,0.375,0.6931825876235962
dannigyrl,0,,45,test,0.4,0.6931613087654114
dannybanany,0,,53,test,0.6666666666666666,0.6930611729621887
dannyswrld,0,,34,test,0.0,0.6932718753814697
darenBBC,0,,65,test,1.0,0.6929072141647339
darraghdoyle,0,,45,test,1.0,0.69295334815979
decoystars,0,,30,test,0.3333333333333333,0.6931837201118469
demi_lovato_rox,0,,32,test,0.25,0.6932674050331116
demiswissfan,0,,42,test,0.8,0.693026065826416
dojie,0,,33,test,1.0,0.6928614377975464
donniesgirl01,0,,31,test,0.75,0.6930381655693054
ebrown2112,0,,35,test,0.75,0.6929885149002075
edsaint,0,,35,test,0.25,0.6931704878807068
emmaarrr,0,,31,test,0.25,0.6932724714279175
emmaluxton,0,,72,test,0.625,0.6931146383285522
emmao414,0,,32,test,0.25,0.6932843923568726
faithsonshyne,0,,41,test,1.0,0.6929175853729248
faulko1,0,,50,test,0.0,0.6933922171592712
feelme,0,,33,test,1.0,0.6929248571395874
felicityfuller,0,,195,test,0.6,0.6930888295173645
felloff,0,,31,test,0.0,0.6932790279388428
ferrous,0,,30,test,1.0,0.6928362846374512
frankparker,0,,72,test,1.0,0.6929181814193726
funkyfairy24,0,,119,test,0.9166666666666666,0.6929454803466797
gabysslave,0,,49,test,0.4,0.6932044625282288
guerillamilk,0,,32,test,0.25,0.6931134462356567
hawkins_boi,0,,49,test,0.0,0.6934662461280823
helen_lo,0,,38,test,0.5,0.693230152130127
hello_jodie,0,,86,test,0.6666666666666666,0.69301438331604
heynatasha,0,,41,test,0.2,0.6933314800262451
hilaryjp,0,,54,test,0.5,0.693115770816803
hummingbird604,0,,117,test,0.75,0.6930176615715027
imanwilliams,0,,91,test,1.0,0.6929035782814026
jamesheart24,0,,45,test,0.6,0.6931117177009583
jamisloan,0,,39,test,0.0,0.6934393048286438
jane__,0,,36,test,0.75,0.6929779052734375
janedevin,0,,35,test,0.75,0.6929154396057129
jbmcdlts,0,,93,test,0.4,0.693146824836731
jeffpulver,0,,36,test,1.0,0.6929901242256165
jellybeanhorror,0,,30,test,0.6666666666666666,0.6931435465812683
jerryfetus,0,,63,test,0.2857142857142857,0.6932536959648132
jesslina,0,,34,test,0.25,0.693195641040802
jianxiong,0,,32,test,0.5,0.693192183971405
joanslade,0,,43,test,0.8,0.6930491328239441
jordanhowell,0,,46,test,0.8,0.6930220723152161
josephbrady,0,,44,test,0.6,0.6931551694869995
joshuar1313,0,,33,test,0.25,0.6933298110961914
kapkap,0,,55,test,0.8333333333333334,0.6929330229759216
karla_martin76,0,,41,test,0.6,0.6931228637695312
katieeustace,0,,33,test,0.75,0.6930617094039917
kaylaatthedisco,0,,35,test,0.25,0.693159818649292
kellbell68,0,,46,test,0.6,0.693080723285675
kittenspawn,0,,42,test,0.2,0.6933153867721558
kolsch,0,,34,test,0.25,0.6932574510574341
krystal_xo15,0,,44,test,1.0,0.6929028034210205
lgladdy,0,,36,test,0.5,0.693072497844696
lina_luka,0,,85,test,0.4444444444444444,0.6931157112121582
lionl,0,,48,test,0.8,0.6931251287460327
lovejeylee,0,,34,test,0.25,0.693246603012085
lovejonas_x,0,,76,test,0.5,0.6931668519973755
loving_my_DEW,0,,42,test,0.6,0.6931368708610535
luckygnahhh,0,,120,test,0.08333333333333333,0.693385899066925
marco_cali,0,,107,test,0.7272727272727273,0.6930431127548218
markdavidson,0,,87,test,0.8888888888888888,0.6930397748947144
maryxalicexhale,0,,43,test,0.8,0.6930736303329468
mayank,0,,62,test,0.42857142857142855,0.6931242942810059
melody,0,,57,test,0.5,0.6931392550468445
minxkitty,0,,41,test,0.6,0.6931189298629761
missgiggly,0,,93,test,0.6,0.6931336522102356
mmm_gash,0,,33,test,0.5,0.6931431889533997
mneylon,0,,49,test,0.6,0.6930501461029053
modbird,0,,39,test,0.75,0.6930414438247681
mossyrants,0,,32,test,0.25,0.6933903694152832
musicalmover,0,,44,test,0.4,0.6931698322296143
natasharamsey,0,,37,test,0.5,0.6932343244552612
natashasaurus,0,,46,test,0.6,0.6931306719779968
nathanrdotca,0,,56,test,0.5,0.6931374669075012
nettyp,0,,30,test,0.6666666666666666,0.6929812431335449
neurogirl07,0,,31,test,1.0,0.6929174661636353
nighttime_lies,0,,40,test,0.25,0.6932952404022217
nik_kee_dee,0,,69,test,0.8571428571428571,0.6929854154586792
ninthspace,0,,36,test,0.75,0.6930564641952515
nonsequitir,0,,31,test,0.25,0.6931573152542114
omglouwtf,0,,36,test,0.5,0.6931401491165161
passionsista,0,,42,test,0.6,0.693015456199646
patvandiest,0,,37,test,0.75,0.6930423974990845
paulazinha,0,,38,test,0.5,0.69317626953125
pcornqueen,0,,90,test,1.0,0.6929491758346558
pibby,0,,34,test,0.25,0.6932843923568726
princessa_the1,0,,31,test,0.25,0.6932091116905212
rachaelblogs,0,,43,test,0.2,0.693283200263977
raymondpirouz,0,,37,test,0.5,0.6931406259536743
rbuerckner,0,,78,test,0.5,0.6931699514389038
realchrissystar,0,,38,test,0.5,0.6930298805236816
redLIGHTjoli,0,,67,test,0.42857142857142855,0.6931799650192261
riotradio,0,,33,test,0.25,0.6932640075683594
rosie_rage,0,,35,test,1.0,0.6929659247398376
sbarksdale2,0,,31,test,1.0,0.6930139660835266
semipenguin,0,,133,test,0.5,0.6931245923042297
shannatrenholm,0,,54,test,0.8333333333333334,0.6929426193237305
shaunau,0,,33,test,1.0,0.69289630651474
sid88,0,,41,test,0.4,0.6931171417236328
skrobertson,0,,58,test,0.6666666666666666,0.6930510997772217
snobscrilla,0,,39,test,0.75,0.6930403709411621
soulboykirk,0,,84,test,0.8888888888888888,0.6930038928985596
staceemcfly,0,,51,test,0.5,0.6931323409080505
stu_art_ist,0,,81,test,0.3333333333333333,0.6931354999542236
suebrody1,0,,50,test,0.4,0.6931729912757874
suewaters,0,,34,test,0.5,0.6932551860809326
tallivansunder,0,,135,test,0.7142857142857143,0.6929832696914673
teachernz,0,,45,test,0.8,0.6930525898933411
teufl0302,0,,38,test,1.0,0.6928322911262512
theanand,0,,37,test,0.75,0.6930561661720276
themaguire,0,,45,test,0.4,0.6933106184005737
themonkeyboy,0,,59,test,1.0,0.6929934620857239
tiarafranks,0,,34,test,0.5,0.693108320236206
toniakande,0,,33,test,0.5,0.6931361556053162
torilovesbradie,0,,182,test,0.5263157894736842,0.6931240558624268
tricia_anne30,0,,32,test,0.75,0.6930074691772461
tsunimee,0,,30,test,0.0,0.6933857798576355
tweeteradder1,0,,87,test,1.0,0.6930757761001587
tweeteradder2,0,,113,test,1.0,0.6930758357048035
tweeteradder8,0,,96,test,1.0,0.6930757761001587
twilightfairy,0,,32,test,0.75,0.693058967590332
tynie626,0,,42,test,0.8,0.6929985880851746
typezero3,0,,39,test,0.25,0.6931506395339966
verresnoirs,0,,48,test,0.2,0.6932101249694824
violetbakes,0,,96,test,0.8,0.6930025219917297
weelissa,0,,32,test,0.0,0.693400502204895
what_bugs_u,0,,246,test,0.0,0.6932247877120972
whoisdjspecialk,0,,36,test,0.5,0.6930750012397766
winniedepoohi,0,,34,test,0.5,0.6931158900260925
wishishere,0,,39,test,0.0,0.6934365034103394
wonder_nat,0,,87,test,0.8888888888888888,0.6929070949554443
x3Lovebug,0,,33,test,0.5,0.6931387186050415
xXfatlipXx,0,,44,test,0.8,0.6929662227630615
xcool,0,,30,test,0.3333333333333333,0.6931053996086121
xkhaotik,0,,38,test,0.5,0.6931208372116089
xoxmillyxox,0,,81,test,0.8888888888888888,0.6929144859313965
xx_Megan_xx,0,,30,test,0.0,0.6933675408363342
yaseminx3,0,,96,test,0.9,0.6929317712783813
zuppalizzle,0,,60,test,0.3333333333333333,0.6932727694511414
AMF7,2,,34,train,0.3333333333333333,0.6948976516723633
AlexandraMcFLY,2,,32,train,0.9285714285714286,0.6887011528015137
AmyTheFailWhale,2,,30,train,0.4074074074074074,0.6940655708312988
Angel42579,2,,75,train,0.9850746268656716,0.688023567199707
AntonioReyX360,2,,30,train,0.8518518518518519,0.6894203424453735
AtlantisJackson,2,,52,train,0.7608695652173914,0.6905129551887512
Ayvii,2,,37,train,0.5151515151515151,0.6929490566253662
Benjimonicus,2,,40,train,0.25,0.695818305015564
BigAssBadger,2,,30,train,0.8148148148148148,0.6898667812347412
BostinBloke,2,,42,train,0.918918918918919,0.688676118850708
Boy_Kill_Boy,2,,41,train,0.6666666666666666,0.6913565993309021
Caprica,2,,60,train,0.09259259259259259,0.6973879933357239
Christiegarcia,2,,47,train,0.9047619047619048,0.6889392733573914
CocaBeenSlinky,2,,90,train,0.5555555555555556,0.6925516724586487
DLDAVID,2,,32,train,0.8214285714285714,0.6898893713951111
DNiCESEOUL,2,,33,train,1.0,0.6878634095191956
D_Child,2,,38,train,0.6470588235294118,0.6916446089744568
DaisyReyes,2,,61,train,0.7037037037037037,0.6909751296043396
DivaWonderGirl,2,,36,train,0.59375,0.6922073364257812
ELJmcfly,2,,32,train,0.75,0.6905457377433777
ElyseGabrielle,2,,43,train,0.8157894736842105,0.6897788047790527
EmeraldDiscount,2,,64,train,0.43859649122807015,0.6937337517738342
ErinLeeDuhh,2,,30,train,0.48148148148148145,0.6933315396308899
FOOFOOx33,2,,39,train,0.2571428571428571,0.6957384943962097
FlissTee,2,,96,train,0.8255813953488372,0.6896754503250122
Gavsmom1999,2,,30,train,0.7407407407407407,0.6905665397644043
HOTTVampChick,2,,38,train,0.6176470588235294,0.6918714046478271
HarryHarley,2,,92,train,0.8292682926829268,0.6897149682044983
Has_Bookpushers,2,,31,train,0.3333333333333333,0.6948215961456299
HeartBreakV,2,,31,train,0.4074074074074074,0.6940762996673584
HectorJesus,2,,30,train,0.6296296296296297,0.6919535994529724
IIanS,2,,30,train,0.8148148148148148,0.689831554889679
IdolFanatic,2,,49,train,0.6136363636363636,0.6919096112251282
Ioan_Said,2,,47,train,0.8809523809523809,0.6891200542449951
JJLuver756,2,,31,train,0.8888888888888888,0.6890772581100464
Javamomma,2,,50,train,0.8888888888888888,0.6891263723373413
Jayme1988,2,,225,train,0.6435643564356436,0.6916019916534424
JenLovesJoey,2,,32,train,0.6428571428571429,0.6917387843132019
JeniPoynter_x,2,,39,train,0.5142857142857142,0.69307541847229
Jill88,2,,31,train,0.8888888888888888,0.6890302300453186
Jinxie_G,2,,81,train,1.0,0.6877946853637695
JoeJisthebest,2,,34,train,0.5333333333333333,0.6927331686019897
JordanC9122,2,,41,train,0.4444444444444444,0.6937877535820007
KOLtwitbot,2,,62,train,0.5636363636363636,0.6924828290939331
Karen_Eden,2,,31,train,0.6666666666666666,0.6914295554161072
LBOI,2,,34,train,0.8666666666666667,0.6893075108528137
LdyDisney,2,,41,train,1.0,0.6880057454109192
Leanne0710,2,,101,train,0.06666666666666667,0.697698175907135
Lil_Miss_Clumsy,2,,40,train,0.8333333333333334,0.689590573310852
LydiaStack,2,,64,train,0.7192982456140351,0.6909152865409851
MAGGIECHICKEN,2,,58,train,0.6538461538461539,0.6915009021759033
MagicMileyCyrus,2,,45,train,0.975,0.6883344650268555
MarIaSinger,2,,33,train,0.5862068965517241,0.6922029256820679
MarcyChen,2,,58,train,0.9423076923076923,0.6884384155273438
Matalatine,2,,37,train,0.7272727272727273,0.690750241279602
McEntire1255,2,,57,train,0.19607843137254902,0.6962453126907349
MelissaJohnsen,2,,36,train,0.84375,0.6894575357437134
MissMeggyDee,2,,38,train,0.6764705882352942,0.6913660168647766
MissMillions,2,,45,train,0.3,0.6952376365661621
MissPassion,2,,43,train,0.18421052631578946,0.6964964270591736
Miss_Melbourne,2,,48,train,0.5116279069767442,0.6930175423622131
Morrica,2,,33,train,1.0,0.6879177093505859
MrsGabrielGray_,2,,32,train,0.5,0.6932316422462463
NathalieCaron,2,,105,train,0.3723404255319149,0.6945163607597351
Nathan133,2,,51,train,0.0,0.6985320448875427
NickJoeKevin01,2,,41,train,0.5833333333333334,0.6921694278717041
NickyLovesMcFly,2,,65,train,0.3448275862068966,0.6947471499443054
NickyMcB,2,,46,train,0.1951219512195122,0.6962974071502686
Nicsey,2,,37,train,0.5151515151515151,0.6930180191993713
Nidiamazing,2,,36,train,0.3125,0.6950899362564087
NikFreeman,2,,72,train,0.140625,0.6969254016876221
NoNamesJustLo,2,,37,train,0.21212121212121213,0.6961697936058044
NoteRobot,2,,84,train,0.5066666666666667,0.6930894255638123
OhheyitsKristen,2,,35,train,0.41935483870967744,0.6939827799797058
PARISnHOLLYWOOD,2,,33,train,0.4827586206896552,0.6933506727218628
PRAYERWARRIORMA,2,,30,train,0.14814814814814814,0.6968830823898315
PatrickAnna,2,,60,train,1.0,0.6879355311393738
PaulHarriott,2,,46,train,0.8048780487804879,0.6899938583374023
PaulineMJ,2,,32,train,0.7857142857142857,0.6901025772094727
PercythePigeon,2,,59,train,0.8113207547169812,0.6898636817932129
PinkBerryGirl,2,,39,train,0.8285714285714286,0.6896600127220154
R33S,2,,35,train,0.6129032258064516,0.6919716596603394
ROXPromotions,2,,45,train,0.725,0.6908880472183228
Recamel,2,,71,train,1.0,0.6880268454551697
Rocks4Ever,2,,33,train,0.896551724137931,0.6888828277587891
Rohan_01,2,,100,train,0.6777777777777778,0.6913869976997375
Rosie21,2,,54,train,0.5,0.693146288394928
Sewwychristine,2,,34,train,0.1,0.6973084807395935
Shane_Archuleta,2,,36,train,0.90625,0.6889201402664185
ShapeThrower,2,,30,train,0.5185185185185185,0.6928947567939758
SheBeeGee,2,,33,train,0.3448275862068966,0.6947483420372009
Sheindie,2,,30,train,0.8518518518518519,0.6894615292549133
Shopping_SF,2,,36,train,1.0,0.6879537105560303
Siouxsinner,2,,30,train,0.2222222222222222,0.6959835886955261
SmilinNursAnnie,2,,45,train,0.875,0.689278781414032
StacyJMT,2,,38,train,0.7941176470588235,0.6900070309638977
StormClaudi,2,,36,train,0.5,0.6931528449058533
Sunshineliron,2,,65,train,0.9655172413793104,0.6882901787757874
TeLisaD,2,,62,train,0.6,0.6920995116233826
TelishaMarie,2,,62,train,0.6909090909090909,0.6911820769309998
TinyPicTweets,2,,46,train,0.6829268292682927,0.6913031339645386
Tisyonk,2,,38,train,0.6764705882352942,0.6913527846336365
Tittch,2,,78,train,0.8571428571428571,0.6893908977508545
Tittybird,2,,49,train,0.7272727272727273,0.6907089352607727
UberDorkGirlie,2,,67,train,0.8833333333333333,0.6890915036201477
VeraaCorruptedx,2,,50,train,0.7333333333333333,0.6907113790512085
VictoriaDoyle,2,,33,train,0.4482758620689655,0.6937346458435059
WorksInProgress,2,,41,train,0.6666666666666666,0.691460371017456
Zarinah,2,,36,train,0.1875,0.6964776515960693
_Tanyya,2,,48,train,0.37209302325581395,0.6945324540138245
_magic8ball,2,,189,train,0.27647058823529413,0.6956015229225159
_ophelia,2,,40,train,0.3611111111111111,0.6945863962173462
aNgeLoFDeaTho14,2,,36,train,1.0,0.6878085136413574
a_willow,2,,30,train,0.8518518518518519,0.6894139051437378
acidicice,2,,48,train,0.6976744186046512,0.6910581588745117
adriwadri,2,,31,train,0.48148148148148145,0.6933521032333374
ahmednaguib,2,,61,train,0.8703703703703703,0.6892631649971008
albeitludicrous,2,,30,train,0.2962962962962963,0.6953192353248596
almostcool,2,,38,train,0.6764705882352942,0.6913247108459473
alyb_,2,,31,train,0.8148148148148148,0.6897473931312561
angelcondensada,2,,32,train,0.35714285714285715,0.6946061849594116
annaaralar,2,,38,train,0.47058823529411764,0.6933926343917847
archangelmaggie,2,,73,train,0.4307692307692308,0.6939032673835754
ashalynd,2,,42,train,0.6756756756756757,0.6912672519683838
ashleigh92,2,,32,train,0.5,0.6931447386741638
ashleyyosaurus,2,,34,train,0.6666666666666666,0.6913716197013855
aurihunter,2,,37,train,0.18181818181818182,0.6965578198432922
aweekes,2,,42,train,0.8648648648648649,0.6893560290336609
azsunshinegirl7,2,,33,train,0.27586206896551724,0.6954975724220276
babyscratch,2,,30,train,0.2962962962962963,0.6953127980232239
bettyflies,2,,30,train,0.5185185185185185,0.6929378509521484
buffyc,2,,55,train,0.6938775510204082,0.6911805868148804
caldjr,2,,131,train,0.8461538461538461,0.6894489526748657
candeeee,2,,34,train,0.1,0.6973668932914734
carlincomm,2,,35,train,1.0,0.6880000233650208
catbook,2,,37,train,0.36363636363636365,0.6945870518684387
ceruleanbreeze,2,,83,train,0.6351351351351351,0.6917017698287964
chicrunner,2,,48,train,0.5813953488372093,0.692290723323822
christinawrites,2,,32,train,0.8928571428571429,0.68910151720047
chynagyrl1980,2,,33,train,0.41379310344827586,0.6940755248069763
clairabellejp,2,,47,train,0.5,0.6931635737419128
clarexsaula,2,,44,train,0.358974358974359,0.6945616602897644
clouddancefest,2,,51,train,0.5777777777777777,0.6923545002937317
cmbowen122,2,,34,train,0.9,0.6889581084251404
combustiblesong,2,,38,train,0.9117647058823529,0.6888031363487244
countrymusiclvr,2,,38,train,0.6176470588235294,0.6920473575592041
cryst_trueblue,2,,57,train,0.49019607843137253,0.6932214498519897
cymberrain,2,,98,train,0.7045454545454546,0.6909775137901306
damohopo,2,,77,train,0.8840579710144928,0.6891173720359802
dannigyrl,2,,45,train,0.55,0.6926103830337524
dannybanany,2,,53,train,0.723404255319149,0.690803050994873
dannyswrld,2,,34,train,0.06666666666666667,0.6977266073226929
darenBBC,2,,65,train,0.9482758620689655,0.6884130239486694
darraghdoyle,2,,45,train,0.85,0.6894612312316895
decoystars,2,,30,train,0.4074074074074074,0.6940204501152039
demi_lovato_rox,2,,32,train,0.2857142857142857,0.6953100562095642
demiswissfan,2,,42,train,0.5945945945945946,0.6921903491020203
dojie,2,,33,train,1.0,0.6878257393836975
donniesgirl01,2,,31,train,0.5185185185185185,0.6929096579551697
ebrown2112,2,,35,train,0.6774193548387096,0.6912808418273926
edsaint,2,,35,train,0.3225806451612903,0.6949443221092224
emmaarrr,2,,31,train,0.1111111111111111,0.6972478032112122
emmaluxton,2,,72,train,0.609375,0.6919776201248169
emmao414,2,,32,train,0.10714285714285714,0.6971529722213745
faithsonshyne,2,,41,train,0.9444444444444444,0.6885279417037964
faulko1,2,,50,train,0.4888888888888889,0.69326251745224
feelme,2,,33,train,0.6896551724137931,0.6911553144454956
felicityfuller,2,,195,train,0.7257142857142858,0.6907851099967957
felloff,2,,31,train,0.1111111111111111,0.6970656514167786
ferrous,2,,30,train,0.8518518518518519,0.6894115805625916
frankparker,2,,72,train,0.953125,0.6883164048194885
funkyfairy24,2,,119,train,0.822429906542056,0.6897649765014648
gabysslave,2,,49,train,0.6590909090909091,0.6915233135223389
guerillamilk,2,,32,train,0.5,0.6931126713752747
hawkins_boi,2,,49,train,0.1590909090909091,0.6968365907669067
helen_lo,2,,38,train,0.20588235294117646,0.6962071657180786
hello_jodie,2,,86,train,0.42857142857142855,0.6938896775245667
heynatasha,2,,41,train,0.7222222222222222,0.6907466053962708
hilaryjp,2,,54,train,0.4583333333333333,0.6935820579528809
hummingbird604,2,,117,train,0.7428571428571429,0.6905716061592102
imanwilliams,2,,91,train,0.8518518518518519,0.6894480586051941
jamesheart24,2,,45,train,0.525,0.6928415298461914
jamisloan,2,,39,train,0.2571428571428571,0.6957159042358398
jane__,2,,36,train,0.75,0.6904423236846924
